CountryShort,Year,Nr. of coordinated projects,Budget of coordinated projects,Total nr. of projects,Nr. of projects as participant,Country,GDP,Population,% pop. with a secondary education,% pop. with a tertiary education,National R&D Budget,GDP / capita,Budget of coordinated projects / capita,Nr. of coordinated projects - Cumulative,Budget of coordinated projects - Cumulative,Total nr. of projects - Cumulative,Nr. of projects as participant - Cumulative,Budget of coordinated projects / capita - Cumulative
SI,2005,12,5548241,171,159,Slovenia,  36371700000,1997590,59.4,16.7,412889000,18207.7903874168,2.77746734815453,17,12213459,315,298,6.11603067584947
SI,2006,11,4238373,237,226,Slovenia,  39628200000,2003358,59.4,17.8,483812000,19780.887889234,2.11563434992647,28,16451832,552,524,8.23166502577594
SI,2007,5,4013102.23,59,54,Slovenia,  48176600000,2010377,59.3,18.5,500510000,23963.9629780882,1.99619386314109,33,20464934.23,611,578,10.227858888917
SI,2008,9,34657509.51,174,165,Slovenia,  55818600000,2010269,59.2,19,616949000,27766.7317160042,17.2402347695756,42,55122443.74,785,743,27.4680936584926
SI,2009,7,8425041.09,133,126,Slovenia,  50444600000,2032362,59.6,19.6,656882000,24820.6766314269,4.14544312971803,49,63547484.83,918,869,31.6135367882107
SI,2010,4,418271.6,117,113,Slovenia,  48059800000,2046976,58.9,20.2,745942000,23478.438437969,0.204336347861431,53,63965756.43,1035,982,31.8178731360721
SI,2011,9,21283406.28,130,121,Slovenia,  51359700000,2050189,58.8,21.6,894213000,25051.2025964435,10.3811923095871,62,85249162.71,1165,1103,42.1990654456592
SI,2012,14,39274764.38,158,144,Slovenia,  46256000000,2055496,58,23,928306000,22503.5709142708,19.1071957230761,76,124523927.09,1323,1247,61.3062611687353
SI,2013,7,15245171.72,156,149,Slovenia,  47701500000,2058821,57.1,24.4,935006000,23169.328465175,7.40480678990548,83,139769098.81,1479,1396,68.7110679586408
SI,2014,10,11059840.43,70,60,Slovenia,  49596100000,2061085,56.5,25.1,890232000,24063.1026862065,5.36602829577625,93,150828939.24,1549,1456,74.077096254417
SI,2015,33,58916160.75,206,173,Slovenia,  42793400000,2062874,55.9,26.6,853067000,20744.5534724855,28.5602323505944,126,209745099.99,1755,1629,102.637328605011
SI,2016,27,33699736.38,154,127,Slovenia,  44020400000,2064188,55.9,26.9,NA,21325.770714683,16.3259046075261,153,243444836.37,1909,1756,118.963233212537
SK,2003,2,557289,11,9,Slovakia,  34009000000,5374873,69.9,9.6,169103000,6327.40531729773,0.103684124257448,2,557289,11,9,0.103684124257448
SK,2004,13,6821131,130,117,Slovakia,  43166200000,5371875,68.9,10.4,174028000,8035.59278650378,1.26978587550902,15,7378420,141,126,1.37346999976646
SK,2005,9,2082765,132,123,Slovakia,  48953200000,5372685,68.7,11.4,194376000,9111.49639333034,0.38765812624414,24,9461185,273,249,1.7611281260106
SK,2006,6,3617322,130,124,Slovakia,  57167700000,5372928,69.2,11.9,216562000,10639.9527408519,0.673249669453974,30,13078507,403,373,2.43437779546458
SK,2007,4,234600,48,44,Slovakia,  77079200000,5373180,69.7,11.9,252100000,14345.1736215798,0.0436612955456545,34,13313107,451,417,2.47803909101023
SK,2008,2,281657.82,90,88,Slovakia,  97076900000,5376064,70.1,12.3,304962000,18057.2441101892,0.0523910838859061,36,13594764.82,541,505,2.53043017489614
SK,2009,10,6517436.33,78,68,Slovakia,  89299400000,5382401,70.1,13.4,302994000,16590.9972148118,1.2108789980531,46,20112201.15,619,573,3.74130917294924
SK,2010,4,1047406,69,65,Slovakia,  89587200000,5390410,68.7,15.1,416369000,16619.7376451884,0.194309152736063,50,21159607.15,688,638,3.9356183256853
SK,2011,2,3609173,64,62,Slovakia,  98313100000,5392446,68,16.4,468439000,18231.633659382,0.669301649010486,52,24768780.15,752,700,4.60491997469579
SK,2012,5,8134194.6,61,56,Slovakia,  93409500000,5404322,68,17,585225000,17284.2217765707,1.50512767373965,57,32902974.75,813,756,6.11004764843543
SK,2013,10,12897936.46,82,72,Slovakia,  98505000000,5410836,67.5,17.7,610876000,18205.1350290417,2.38372341353536,67,45800911.21,895,828,8.49377106197079
SK,2014,6,15185169.13,29,23,Slovakia, 100894700000,5415949,66.7,18.1,669632000,18629.1820694767,2.80378731963687,73,60986080.34,924,851,11.2975583816077
SK,2015,12,11880998.72,95,83,Slovakia,  87301700000,5421349,66.5,18.9,927272000,16103.316720617,2.19152073035696,85,72867079.06,1019,934,13.4890791119646
SK,2016,15,7083234.96,111,96,Slovakia,  89612400000,5426252,66.3,19.5,NA,16514.6034500425,1.30536417401919,100,79950314.02,1130,1030,14.7944432859838
UK,2003,45,90449847,201,156,United Kingdom,2031038500000,59501394,44.8,25.5,28754480000,34134.3011224241,1.52012988132681,45,90449847,201,156,1.52012988132681
UK,2004,400,1408489704.13,2732,2332,United Kingdom,2391673000000,59793759,44.1,26.3,29833653000,39998.7062194902,23.5557979241613,445,1498939551.13,2933,2488,25.0759278054881
UK,2005,490,794024282,2247,1757,United Kingdom,2509772500000,60182050,44.8,26.8,31706932000,41703.0077905289,13.1937061299839,935,2292963833.13,5180,4245,38.269633935472
UK,2006,491,724527730,2627,2136,United Kingdom,2680983100000,60620361,44.9,27.6,34037113000,44225.7857883756,11.9518874194761,1426,3017491563.13,7807,6381,50.2215213549481
UK,2007,274,260097465,1031,757,United Kingdom,3065851400000,61073279,44.3,28.7,36529062000,50199.5545384095,4.25877682120195,1700,3277589028.13,8838,7138,54.4802981761501
UK,2008,496,973416190.4,2363,1867,United Kingdom,2889312600000,61571647,44.4,28.7,32200441000,46926.0242461924,15.8094876104256,2196,4251005218.53,11201,9005,70.2897857865757
UK,2009,539,1187504992.24,2094,1555,United Kingdom,2378770100000,62042343,44.2,30,29030868000,38341.0745786954,19.1402344724473,2735,5438510210.77,13295,10560,89.430020259023
UK,2010,638,1036221082.55,2481,1843,United Kingdom,2430036300000,62510197,44.2,31.6,30732105000,38874.2383902581,16.5768327773787,3373,6474731293.32,15776,12403,106.006853036402
UK,2011,749,1386153417.58,2999,2250,United Kingdom,2611602300000,63022532,43,33.2,31547068000,41439.1840048572,21.9945688246864,4122,7860884710.9,18775,14653,128.001421861088
UK,2012,870,1472794627.49,3087,2217,United Kingdom,2654058600000,63495303,43.1,34.6,33303737000,41799.2902561627,23.1953319049442,4992,9333679338.39,21862,16870,151.196753766032
UK,2013,1013,1987010755.2,3496,2483,United Kingdom,2720384400000,63905297,42.7,35.6,33998705000,42568.9970582564,31.0930525086207,6005,11320690093.59,25358,19353,182.289806274653
UK,2014,805,889546658.94,1822,1017,United Kingdom,3003479200000,64351155,42.5,36.6,37960055000,46673.2757166519,13.8233207926105,6810,12210236752.53,27180,20370,196.113127067263
UK,2015,973,1499898163.76,2903,1930,United Kingdom,2862581500000,64875165,42.1,37.6,43878203000,44124.4581034977,23.1197587514421,7783,13710134916.29,30083,22300,219.232885818706
UK,2016,995,1742078457.38,2605,1610,United Kingdom,2619934800000,65382556,41.4,38.2,NA,40070.8531492712,26.644392081888,8778,15452213373.67,32688,23910,245.877277900594
