"TIME","GEO","SECTPERF","UNIT","Value"
"2010","Luxembourg","All sectors","Million euro","603.7"
"2010","Luxembourg","Business enterprise sector","Million euro","400"
"2010","Luxembourg","Government sector","Million euro","128.59"
"2010","Luxembourg","Higher education sector","Million euro","75.129"
"2010","Luxembourg","Private non-profit sector","Million euro","0"
"2010","Hungary","All sectors","Million euro","1 126.073"
"2010","Hungary","Business enterprise sector","Million euro","673.543"
"2010","Hungary","Government sector","Million euro","208.545"
"2010","Hungary","Higher education sector","Million euro","224.405"
"2010","Hungary","Private non-profit sector","Million euro",":"
"2010","Malta","All sectors","Million euro","40.598"
"2010","Malta","Business enterprise sector","Million euro","24.548"
"2010","Malta","Government sector","Million euro","1.758"
"2010","Malta","Higher education sector","Million euro","14.292"
"2010","Malta","Private non-profit sector","Million euro","0"
"2010","Netherlands","All sectors","Million euro","10 892"
"2010","Netherlands","Business enterprise sector","Million euro","5 218"
"2010","Netherlands","Government sector","Million euro","1 279"
"2010","Netherlands","Higher education sector","Million euro","4 395"
"2010","Netherlands","Private non-profit sector","Million euro",":"
"2010","Austria","All sectors","Million euro","8 066.44"
"2010","Austria","Business enterprise sector","Million euro","5 520.422"
"2010","Austria","Government sector","Million euro","422.417"
"2010","Austria","Higher education sector","Million euro","2 084.397"
"2010","Austria","Private non-profit sector","Million euro","39.204"
"2010","Poland","All sectors","Million euro","2 607.505"
"2010","Poland","Business enterprise sector","Million euro","694.295"
"2010","Poland","Government sector","Million euro","935.965"
"2010","Poland","Higher education sector","Million euro","969.81"
"2010","Poland","Private non-profit sector","Million euro","7.41"
"2010","Portugal","All sectors","Million euro","2 757.555"
"2010","Portugal","Business enterprise sector","Million euro","1 266.296"
"2010","Portugal","Government sector","Million euro","196.288"
"2010","Portugal","Higher education sector","Million euro","1 016.624"
"2010","Portugal","Private non-profit sector","Million euro","278.346"
"2010","Romania","All sectors","Million euro","572.971"
"2010","Romania","Business enterprise sector","Million euro","219.548"
"2010","Romania","Government sector","Million euro","210.672"
"2010","Romania","Higher education sector","Million euro","140.384"
"2010","Romania","Private non-profit sector","Million euro","2.367"
"2010","Slovenia","All sectors","Million euro","745.942"
"2010","Slovenia","Business enterprise sector","Million euro","505.817"
"2010","Slovenia","Government sector","Million euro","135.921"
"2010","Slovenia","Higher education sector","Million euro","103.771"
"2010","Slovenia","Private non-profit sector","Million euro","0.433"
"2010","Slovakia","All sectors","Million euro","416.369"
"2010","Slovakia","Business enterprise sector","Million euro","175.245"
"2010","Slovakia","Government sector","Million euro","124.752"
"2010","Slovakia","Higher education sector","Million euro","115.081"
"2010","Slovakia","Private non-profit sector","Million euro","1.291"
"2010","Finland","All sectors","Million euro","6 971.301"
"2010","Finland","Business enterprise sector","Million euro","4 854.463"
"2010","Finland","Government sector","Million euro","644.616"
"2010","Finland","Higher education sector","Million euro","1 424.831"
"2010","Finland","Private non-profit sector","Million euro","47.39"
"2010","Sweden","All sectors","Million euro","11 869.921"
"2010","Sweden","Business enterprise sector","Million euro","8 160.171"
"2010","Sweden","Government sector","Million euro","578.256"
"2010","Sweden","Higher education sector","Million euro","3 127.405"
"2010","Sweden","Private non-profit sector","Million euro","4.089"
"2010","United Kingdom","All sectors","Million euro","30 732.105"
"2010","United Kingdom","Business enterprise sector","Million euro","18 730.94"
"2010","United Kingdom","Government sector","Million euro","2 927.787"
"2010","United Kingdom","Higher education sector","Million euro","8 311.59"
"2010","United Kingdom","Private non-profit sector","Million euro","761.795"
"2011","Belgium","All sectors","Million euro","8 171"
"2011","Belgium","Business enterprise sector","Million euro","5 613.4"
"2011","Belgium","Government sector","Million euro","658.6"
"2011","Belgium","Higher education sector","Million euro","1 825.5"
"2011","Belgium","Private non-profit sector","Million euro","73.6"
"2011","Bulgaria","All sectors","Million euro","219.637"
"2011","Bulgaria","Business enterprise sector","Million euro","116.93"
"2011","Bulgaria","Government sector","Million euro","78.711"
"2011","Bulgaria","Higher education sector","Million euro","22.495"
"2011","Bulgaria","Private non-profit sector","Million euro","1.502"
"2011","Czech Republic","All sectors","Million euro","2 551.989"
"2011","Czech Republic","Business enterprise sector","Million euro","1 411.831"
"2011","Czech Republic","Government sector","Million euro","504.383"
"2011","Czech Republic","Higher education sector","Million euro","621.733"
"2011","Czech Republic","Private non-profit sector","Million euro","14.042"
"2011","Denmark","All sectors","Million euro","7 299.197"
"2011","Denmark","Business enterprise sector","Million euro","4 870.266"
"2011","Denmark","Government sector","Million euro","148.052"
"2011","Denmark","Higher education sector","Million euro","2 253.993"
"2011","Denmark","Private non-profit sector","Million euro","26.896"
"2011","Germany","All sectors","Million euro","75 569.073"
"2011","Germany","Business enterprise sector","Million euro","51 077.2"
"2011","Germany","Government sector","Million euro","10 974.3"
"2011","Germany","Higher education sector","Million euro","13 517.573"
"2011","Germany","Private non-profit sector","Million euro",":"
"2011","Estonia","All sectors","Million euro","384.447"
"2011","Estonia","Business enterprise sector","Million euro","242.845"
"2011","Estonia","Government sector","Million euro","31.097"
"2011","Estonia","Higher education sector","Million euro","107.007"
"2011","Estonia","Private non-profit sector","Million euro","3.498"
"2011","Ireland","All sectors","Million euro","2 665.9"
"2011","Ireland","Business enterprise sector","Million euro","1 859.6"
"2011","Ireland","Government sector","Million euro","131.9"
"2011","Ireland","Higher education sector","Million euro","674.4"
"2011","Ireland","Private non-profit sector","Million euro",":"
"2011","Greece","All sectors","Million euro","1 391.156"
"2011","Greece","Business enterprise sector","Million euro","485.863"
"2011","Greece","Government sector","Million euro","331.727"
"2011","Greece","Higher education sector","Million euro","559.528"
"2011","Greece","Private non-profit sector","Million euro","14.039"
"2011","Spain","All sectors","Million euro","14 184.295"
"2011","Spain","Business enterprise sector","Million euro","7 396.369"
"2011","Spain","Government sector","Million euro","2 762.385"
"2011","Spain","Higher education sector","Million euro","4 002.024"
"2011","Spain","Private non-profit sector","Million euro","23.517"
"2011","France","All sectors","Million euro","45 111.514"
"2011","France","Business enterprise sector","Million euro","28 850.6"
"2011","France","Government sector","Million euro","6 248.99"
"2011","France","Higher education sector","Million euro","9 449.381"
"2011","France","Private non-profit sector","Million euro","562.58"
"2011","Croatia","All sectors","Million euro","336.373"
"2011","Croatia","Business enterprise sector","Million euro","150.386"
"2011","Croatia","Government sector","Million euro","92.105"
"2011","Croatia","Higher education sector","Million euro","93.375"
"2011","Croatia","Private non-profit sector","Million euro","0.507"
"2011","Italy","All sectors","Million euro","19 810.6"
"2011","Italy","Business enterprise sector","Million euro","10 825.3"
"2011","Italy","Government sector","Million euro","2 653.6"
"2011","Italy","Higher education sector","Million euro","5 669.2"
"2011","Italy","Private non-profit sector","Million euro","662.5"
"2011","Cyprus","All sectors","Million euro","88.883"
"2011","Cyprus","Business enterprise sector","Million euro","12.765"
"2011","Cyprus","Government sector","Million euro","14.731"
"2011","Cyprus","Higher education sector","Million euro","47.511"
"2011","Cyprus","Private non-profit sector","Million euro","13.876"
"2011","Latvia","All sectors","Million euro","140.73"
"2011","Latvia","Business enterprise sector","Million euro","39.076"
"2011","Latvia","Government sector","Million euro","32.846"
"2011","Latvia","Higher education sector","Million euro","68.808"
"2011","Latvia","Private non-profit sector","Million euro",":"
"2011","Lithuania","All sectors","Million euro","282.698"
"2011","Lithuania","Business enterprise sector","Million euro","74.114"
"2011","Lithuania","Government sector","Million euro","55.346"
"2011","Lithuania","Higher education sector","Million euro","153.238"
"2011","Lithuania","Private non-profit sector","Million euro",":"
"2011","Luxembourg","All sectors","Million euro","631.4"
"2011","Luxembourg","Business enterprise sector","Million euro","416.2"
"2011","Luxembourg","Government sector","Million euro","147.788"
"2011","Luxembourg","Higher education sector","Million euro","67.436"
"2011","Luxembourg","Private non-profit sector","Million euro","0"
"2011","Hungary","All sectors","Million euro","1 204.629"
"2011","Hungary","Business enterprise sector","Million euro","751.954"
"2011","Hungary","Government sector","Million euro","189.839"
"2011","Hungary","Higher education sector","Million euro","243.134"
"2011","Hungary","Private non-profit sector","Million euro",":"
"2011","Malta","All sectors","Million euro","46.195"
"2011","Malta","Business enterprise sector","Million euro","29.96"
"2011","Malta","Government sector","Million euro","1.999"
"2011","Malta","Higher education sector","Million euro","14.237"
"2011","Malta","Private non-profit sector","Million euro","0"
"2011","Netherlands","All sectors","Million euro","12 235.3"
"2011","Netherlands","Business enterprise sector","Million euro","6 921.738"
"2011","Netherlands","Government sector","Million euro","1 319.387"
"2011","Netherlands","Higher education sector","Million euro","3 994.174"
"2011","Netherlands","Private non-profit sector","Million euro",":"
"2011","Austria","All sectors","Million euro","8 276.335"
"2011","Austria","Business enterprise sector","Million euro","5 692.841"
"2011","Austria","Government sector","Million euro","425.222"
"2011","Austria","Higher education sector","Million euro","2 117.553"
"2011","Austria","Private non-profit sector","Million euro","40.719"
"2011","Poland","All sectors","Million euro","2 836.165"
"2011","Poland","Business enterprise sector","Million euro","854.633"
"2011","Poland","Government sector","Million euro","979.421"
"2011","Poland","Higher education sector","Million euro","995.559"
"2011","Poland","Private non-profit sector","Million euro","6.552"
"2011","Portugal","All sectors","Million euro","2 566.45"
"2011","Portugal","Business enterprise sector","Million euro","1 216.346"
"2011","Portugal","Government sector","Million euro","189.33"
"2011","Portugal","Higher education sector","Million euro","933.812"
"2011","Portugal","Private non-profit sector","Million euro","226.962"
"2011","Romania","All sectors","Million euro","657.411"
"2011","Romania","Business enterprise sector","Million euro","236.969"
"2011","Romania","Government sector","Million euro","267.643"
"2011","Romania","Higher education sector","Million euro","150.317"
"2011","Romania","Private non-profit sector","Million euro","2.482"
"2011","Slovenia","All sectors","Million euro","894.213"
"2011","Slovenia","Business enterprise sector","Million euro","660.484"
"2011","Slovenia","Government sector","Million euro","127.831"
"2011","Slovenia","Higher education sector","Million euro","105.429"
"2011","Slovenia","Private non-profit sector","Million euro","0.469"
"2011","Slovakia","All sectors","Million euro","468.439"
"2011","Slovakia","Business enterprise sector","Million euro","174.145"
"2011","Slovakia","Government sector","Million euro","129.575"
"2011","Slovakia","Higher education sector","Million euro","163.712"
"2011","Slovakia","Private non-profit sector","Million euro","1.007"
"2011","Finland","All sectors","Million euro","7 163.692"
"2011","Finland","Business enterprise sector","Million euro","5 047.428"
"2011","Finland","Government sector","Million euro","633.712"
"2011","Finland","Higher education sector","Million euro","1 431.841"
"2011","Finland","Private non-profit sector","Million euro","50.711"
"2011","Sweden","All sectors","Million euro","13 157.434"
"2011","Sweden","Business enterprise sector","Million euro","9 088.352"
"2011","Sweden","Government sector","Million euro","566.901"
"2011","Sweden","Higher education sector","Million euro","3 460.431"
"2011","Sweden","Private non-profit sector","Million euro","41.861"
"2011","United Kingdom","All sectors","Million euro","31 547.068"
"2011","United Kingdom","Business enterprise sector","Million euro","20 057.841"
"2011","United Kingdom","Government sector","Million euro","2 706.303"
"2011","United Kingdom","Higher education sector","Million euro","8 211.315"
"2011","United Kingdom","Private non-profit sector","Million euro","571.61"
"2012","Belgium","All sectors","Million euro","9 153.5"
"2012","Belgium","Business enterprise sector","Million euro","6 493.3"
"2012","Belgium","Government sector","Million euro","747.1"
"2012","Belgium","Higher education sector","Million euro","1 877.9"
"2012","Belgium","Private non-profit sector","Million euro","35.2"
"2012","Bulgaria","All sectors","Million euro","253.695"
"2012","Bulgaria","Business enterprise sector","Million euro","153.546"
"2012","Bulgaria","Government sector","Million euro","76.164"
"2012","Bulgaria","Higher education sector","Million euro","20.384"
"2012","Bulgaria","Private non-profit sector","Million euro","3.601"
"2012","Czech Republic","All sectors","Million euro","2 877.264"
"2012","Czech Republic","Business enterprise sector","Million euro","1 542.415"
"2012","Czech Republic","Government sector","Million euro","529.731"
"2012","Czech Republic","Higher education sector","Million euro","790.43"
"2012","Czech Republic","Private non-profit sector","Million euro","14.688"
"2012","Denmark","All sectors","Million euro","7 589.599"
"2012","Denmark","Business enterprise sector","Million euro","4 976.625"
"2012","Denmark","Government sector","Million euro","180.152"
"2012","Denmark","Higher education sector","Million euro","2 401.521"
"2012","Denmark","Private non-profit sector","Million euro","31.302"
"2012","Germany","All sectors","Million euro","79 110.378"
"2012","Germany","Business enterprise sector","Million euro","53 790.1"
"2012","Germany","Government sector","Million euro","11 340.547"
"2012","Germany","Higher education sector","Million euro","13 979.731"
"2012","Germany","Private non-profit sector","Million euro",":"
"2012","Estonia","All sectors","Million euro","380.695"
"2012","Estonia","Business enterprise sector","Million euro","218.997"
"2012","Estonia","Government sector","Million euro","35.363"
"2012","Estonia","Higher education sector","Million euro","122.322"
"2012","Estonia","Private non-profit sector","Million euro","4.012"
"2012","Ireland","All sectors","Million euro","2 733.892"
"2012","Ireland","Business enterprise sector","Million euro","1 961.692"
"2012","Ireland","Government sector","Million euro","132"
"2012","Ireland","Higher education sector","Million euro","640.2"
"2012","Ireland","Private non-profit sector","Million euro",":"
"2012","Greece","All sectors","Million euro","1 337.6"
"2012","Greece","Business enterprise sector","Million euro","458.6"
"2012","Greece","Government sector","Million euro","331.9"
"2012","Greece","Higher education sector","Million euro","534.3"
"2012","Greece","Private non-profit sector","Million euro","12.8"
"2012","Spain","All sectors","Million euro","13 391.607"
"2012","Spain","Business enterprise sector","Million euro","7 094.281"
"2012","Spain","Government sector","Million euro","2 556.646"
"2012","Spain","Higher education sector","Million euro","3 715.573"
"2012","Spain","Private non-profit sector","Million euro","25.107"
"2012","France","All sectors","Million euro","46 519.037"
"2012","France","Business enterprise sector","Million euro","30 041.401"
"2012","France","Government sector","Million euro","6 119.702"
"2012","France","Higher education sector","Million euro","9 689.192"
"2012","France","Private non-profit sector","Million euro","668.834"
"2012","Croatia","All sectors","Million euro","330"
"2012","Croatia","Business enterprise sector","Million euro","151.292"
"2012","Croatia","Government sector","Million euro","91.151"
"2012","Croatia","Higher education sector","Million euro","87.557"
"2012","Croatia","Private non-profit sector","Million euro",":"
"2012","Italy","All sectors","Million euro","20 502.5"
"2012","Italy","Business enterprise sector","Million euro","11 107.2"
"2012","Italy","Government sector","Million euro","3 040.4"
"2012","Italy","Higher education sector","Million euro","5 747.8"
"2012","Italy","Private non-profit sector","Million euro","607.1"
"2012","Cyprus","All sectors","Million euro","83.322"
"2012","Cyprus","Business enterprise sector","Million euro","11.959"
"2012","Cyprus","Government sector","Million euro","13.696"
"2012","Cyprus","Higher education sector","Million euro","46.671"
"2012","Cyprus","Private non-profit sector","Million euro","10.996"
"2012","Latvia","All sectors","Million euro","146.516"
"2012","Latvia","Business enterprise sector","Million euro","33.098"
"2012","Latvia","Government sector","Million euro","39.723"
"2012","Latvia","Higher education sector","Million euro","73.735"
"2012","Latvia","Private non-profit sector","Million euro",":"
"2012","Lithuania","All sectors","Million euro","298.367"
"2012","Lithuania","Business enterprise sector","Million euro","80.341"
"2012","Lithuania","Government sector","Million euro","58.416"
"2012","Lithuania","Higher education sector","Million euro","159.61"
"2012","Lithuania","Private non-profit sector","Million euro",":"
"2012","Luxembourg","All sectors","Million euro","561.403"
"2012","Luxembourg","Business enterprise sector","Million euro","310.4"
"2012","Luxembourg","Government sector","Million euro","156.226"
"2012","Luxembourg","Higher education sector","Million euro","94.778"
"2012","Luxembourg","Private non-profit sector","Million euro","0"
"2012","Hungary","All sectors","Million euro","1 257.332"
"2012","Hungary","Business enterprise sector","Million euro","825.137"
"2012","Hungary","Government sector","Million euro","181.602"
"2012","Hungary","Higher education sector","Million euro","231.489"
"2012","Hungary","Private non-profit sector","Million euro",":"
"2012","Malta","All sectors","Million euro","59.738"
"2012","Malta","Business enterprise sector","Million euro","34.183"
"2012","Malta","Government sector","Million euro","4.748"
"2012","Malta","Higher education sector","Million euro","20.807"
"2012","Malta","Private non-profit sector","Million euro","0"
"2012","Netherlands","All sectors","Million euro","12 512.616"
"2012","Netherlands","Business enterprise sector","Million euro","7 077.622"
"2012","Netherlands","Government sector","Million euro","1 481.641"
"2012","Netherlands","Higher education sector","Million euro","3 953.353"
"2012","Netherlands","Private non-profit sector","Million euro",":"
"2012","Austria","All sectors","Million euro","9 287.84"
"2012","Austria","Business enterprise sector","Million euro","6 540.457"
"2012","Austria","Government sector","Million euro","425.148"
"2012","Austria","Higher education sector","Million euro","2 281.625"
"2012","Austria","Private non-profit sector","Million euro","40.61"
"2012","Poland","All sectors","Million euro","3 429.852"
"2012","Poland","Business enterprise sector","Million euro","1 276.34"
"2012","Poland","Government sector","Million euro","958.946"
"2012","Poland","Higher education sector","Million euro","1 181.017"
"2012","Poland","Private non-profit sector","Million euro","13.549"
"2012","Portugal","All sectors","Million euro","2 320.133"
"2012","Portugal","Business enterprise sector","Million euro","1 153.332"
"2012","Portugal","Government sector","Million euro","124.224"
"2012","Portugal","Higher education sector","Million euro","846.001"
"2012","Portugal","Private non-profit sector","Million euro","196.576"
"2012","Romania","All sectors","Million euro","644.211"
"2012","Romania","Business enterprise sector","Million euro","251.034"
"2012","Romania","Government sector","Million euro","263.553"
"2012","Romania","Higher education sector","Million euro","127.069"
"2012","Romania","Private non-profit sector","Million euro","2.554"
"2012","Slovenia","All sectors","Million euro","928.306"
"2012","Slovenia","Business enterprise sector","Million euro","703.098"
"2012","Slovenia","Government sector","Million euro","121.483"
"2012","Slovenia","Higher education sector","Million euro","103.283"
"2012","Slovenia","Private non-profit sector","Million euro","0.442"
"2012","Slovakia","All sectors","Million euro","585.225"
"2012","Slovakia","Business enterprise sector","Million euro","241.979"
"2012","Slovakia","Government sector","Million euro","143.515"
"2012","Slovakia","Higher education sector","Million euro","199.132"
"2012","Slovakia","Private non-profit sector","Million euro","0.6"
"2012","Finland","All sectors","Million euro","6 831.888"
"2012","Finland","Business enterprise sector","Million euro","4 694.997"
"2012","Finland","Government sector","Million euro","615.864"
"2012","Finland","Higher education sector","Million euro","1 474.642"
"2012","Finland","Private non-profit sector","Million euro","46.385"
"2012","Sweden","All sectors","Million euro","13 891.27"
"2012","Sweden","Business enterprise sector","Million euro","9 416.597"
"2012","Sweden","Government sector","Million euro","667.157"
"2012","Sweden","Higher education sector","Million euro","3 766.846"
"2012","Sweden","Private non-profit sector","Million euro","40.671"
"2012","United Kingdom","All sectors","Million euro","33 303.737"
"2012","United Kingdom","Business enterprise sector","Million euro","21 095.943"
"2012","United Kingdom","Government sector","Million euro","2 679.739"
"2012","United Kingdom","Higher education sector","Million euro","8 893.205"
"2012","United Kingdom","Private non-profit sector","Million euro","634.85"
"2013","Belgium","All sectors","Million euro","9 545.663"
"2013","Belgium","Business enterprise sector","Million euro","6 745.547"
"2013","Belgium","Government sector","Million euro","775.192"
"2013","Belgium","Higher education sector","Million euro","1 990.76"
"2013","Belgium","Private non-profit sector","Million euro","34.164"
"2013","Bulgaria","All sectors","Million euro","266.736"
"2013","Bulgaria","Business enterprise sector","Million euro","162.921"
"2013","Bulgaria","Government sector","Million euro","79.153"
"2013","Bulgaria","Higher education sector","Million euro","23.063"
"2013","Bulgaria","Private non-profit sector","Million euro","1.6"
"2013","Czech Republic","All sectors","Million euro","2 996.666"
"2013","Czech Republic","Business enterprise sector","Million euro","1 621.654"
"2013","Czech Republic","Government sector","Million euro","548.79"
"2013","Czech Republic","Higher education sector","Million euro","815.926"
"2013","Czech Republic","Private non-profit sector","Million euro","10.296"
"2013","Denmark","All sectors","Million euro","7 685.904"
"2013","Denmark","Business enterprise sector","Million euro","4 868.354"
"2013","Denmark","Government sector","Million euro","181.016"
"2013","Denmark","Higher education sector","Million euro","2 604.487"
"2013","Denmark","Private non-profit sector","Million euro","32.047"
"2013","Germany","All sectors","Million euro","79 729.508"
"2013","Germany","Business enterprise sector","Million euro","53 566.2"
"2013","Germany","Government sector","Million euro","11 861.635"
"2013","Germany","Higher education sector","Million euro","14 301.708"
"2013","Germany","Private non-profit sector","Million euro",":"
"2013","Estonia","All sectors","Million euro","326.045"
"2013","Estonia","Business enterprise sector","Million euro","155.6"
"2013","Estonia","Government sector","Million euro","29.117"
"2013","Estonia","Higher education sector","Million euro","137.927"
"2013","Estonia","Private non-profit sector","Million euro","3.444"
"2013","Ireland","All sectors","Million euro","2 813.14"
"2013","Ireland","Business enterprise sector","Million euro","2 021.9"
"2013","Ireland","Government sector","Million euro","129"
"2013","Ireland","Higher education sector","Million euro","662.24"
"2013","Ireland","Private non-profit sector","Million euro",":"
"2013","Greece","All sectors","Million euro","1 465.67"
"2013","Greece","Business enterprise sector","Million euro","488.69"
"2013","Greece","Government sector","Million euro","410.13"
"2013","Greece","Higher education sector","Million euro","548.6"
"2013","Greece","Private non-profit sector","Million euro","18.25"
"2013","Spain","All sectors","Million euro","13 011.798"
"2013","Spain","Business enterprise sector","Million euro","6 906.396"
"2013","Spain","Government sector","Million euro","2 436.444"
"2013","Spain","Higher education sector","Million euro","3 647.407"
"2013","Spain","Private non-profit sector","Million euro","21.551"
"2013","France","All sectors","Million euro","47 480.452"
"2013","France","Business enterprise sector","Million euro","30 708.072"
"2013","France","Government sector","Million euro","6 185.179"
"2013","France","Higher education sector","Million euro","9 889.096"
"2013","France","Private non-profit sector","Million euro","698.105"
"2013","Croatia","All sectors","Million euro","354.684"
"2013","Croatia","Business enterprise sector","Million euro","177.712"
"2013","Croatia","Government sector","Million euro","90.554"
"2013","Croatia","Higher education sector","Million euro","86.417"
"2013","Croatia","Private non-profit sector","Million euro",":"
"2013","Italy","All sectors","Million euro","20 983.1"
"2013","Italy","Business enterprise sector","Million euro","11 480.4"
"2013","Italy","Government sector","Million euro","2 937.4"
"2013","Italy","Higher education sector","Million euro","5 938.2"
"2013","Italy","Private non-profit sector","Million euro","627.1"
"2013","Cyprus","All sectors","Million euro","83.829"
"2013","Cyprus","Business enterprise sector","Million euro","13.358"
"2013","Cyprus","Government sector","Million euro","12.318"
"2013","Cyprus","Higher education sector","Million euro","47.132"
"2013","Cyprus","Private non-profit sector","Million euro","11.021"
"2013","Latvia","All sectors","Million euro","139.766"
"2013","Latvia","Business enterprise sector","Million euro","39.475"
"2013","Latvia","Government sector","Million euro","40.377"
"2013","Latvia","Higher education sector","Million euro","59.914"
"2013","Latvia","Private non-profit sector","Million euro",":"
"2013","Lithuania","All sectors","Million euro","332.426"
"2013","Lithuania","Business enterprise sector","Million euro","84.627"
"2013","Lithuania","Government sector","Million euro","65.918"
"2013","Lithuania","Higher education sector","Million euro","181.881"
"2013","Lithuania","Private non-profit sector","Million euro",":"
"2013","Luxembourg","All sectors","Million euro","605.731"
"2013","Luxembourg","Business enterprise sector","Million euro","317.9"
"2013","Luxembourg","Government sector","Million euro","175.453"
"2013","Luxembourg","Higher education sector","Million euro","112.378"
"2013","Luxembourg","Private non-profit sector","Million euro",":"
"2013","Hungary","All sectors","Million euro","1 415.099"
"2013","Hungary","Business enterprise sector","Million euro","982.514"
"2013","Hungary","Government sector","Million euro","210.771"
"2013","Hungary","Higher education sector","Million euro","203.671"
"2013","Hungary","Private non-profit sector","Million euro",":"
"2013","Malta","All sectors","Million euro","59.054"
"2013","Malta","Business enterprise sector","Million euro","30.544"
"2013","Malta","Government sector","Million euro","5.63"
"2013","Malta","Higher education sector","Million euro","22.879"
"2013","Malta","Private non-profit sector","Million euro","0"
"2013","Netherlands","All sectors","Million euro","12 746.047"
"2013","Netherlands","Business enterprise sector","Million euro","7 094.8"
"2013","Netherlands","Government sector","Million euro","1 558.9"
"2013","Netherlands","Higher education sector","Million euro","4 092.347"
"2013","Netherlands","Private non-profit sector","Million euro",":"
"2013","Austria","All sectors","Million euro","9 571.282"
"2013","Austria","Business enterprise sector","Million euro","6 778.42"
"2013","Austria","Government sector","Million euro","424.885"
"2013","Austria","Higher education sector","Million euro","2 327.754"
"2013","Austria","Private non-profit sector","Million euro","40.223"
"2013","Poland","All sectors","Million euro","3 436.284"
"2013","Poland","Business enterprise sector","Million euro","1 498.797"
"2013","Poland","Government sector","Million euro","921.93"
"2013","Poland","Higher education sector","Million euro","1 005.432"
"2013","Poland","Private non-profit sector","Million euro","10.101"
"2013","Portugal","All sectors","Million euro","2 258.471"
"2013","Portugal","Business enterprise sector","Million euro","1 072.909"
"2013","Portugal","Government sector","Million euro","147.15"
"2013","Portugal","Higher education sector","Million euro","1 008.267"
"2013","Portugal","Private non-profit sector","Million euro","30.145"
"2013","Romania","All sectors","Million euro","557.769"
"2013","Romania","Business enterprise sector","Million euro","171.014"
"2013","Romania","Government sector","Million euro","274.58"
"2013","Romania","Higher education sector","Million euro","109.971"
"2013","Romania","Private non-profit sector","Million euro","2.204"
"2013","Slovenia","All sectors","Million euro","935.006"
"2013","Slovenia","Business enterprise sector","Million euro","715.538"
"2013","Slovenia","Government sector","Million euro","121.662"
"2013","Slovenia","Higher education sector","Million euro","97.432"
"2013","Slovenia","Private non-profit sector","Million euro","0.374"
"2013","Slovakia","All sectors","Million euro","610.876"
"2013","Slovakia","Business enterprise sector","Million euro","282.609"
"2013","Slovakia","Government sector","Million euro","125.126"
"2013","Slovakia","Higher education sector","Million euro","202.219"
"2013","Slovakia","Private non-profit sector","Million euro","0.922"
"2013","Finland","All sectors","Million euro","6 684.1"
"2013","Finland","Business enterprise sector","Million euro","4 602.4"
"2013","Finland","Government sector","Million euro","596.4"
"2013","Finland","Higher education sector","Million euro","1 438.1"
"2013","Finland","Private non-profit sector","Million euro","47.2"
"2013","Sweden","All sectors","Million euro","14 406.172"
"2013","Sweden","Business enterprise sector","Million euro","9 932.844"
"2013","Sweden","Government sector","Million euro","530.428"
"2013","Sweden","Higher education sector","Million euro","3 910.42"
"2013","Sweden","Private non-profit sector","Million euro","32.364"
"2013","United Kingdom","All sectors","Million euro","33 998.705"
"2013","United Kingdom","Business enterprise sector","Million euro","21 721.182"
"2013","United Kingdom","Government sector","Million euro","2 685.624"
"2013","United Kingdom","Higher education sector","Million euro","8 981.867"
"2013","United Kingdom","Private non-profit sector","Million euro","610.032"
"2014","Belgium","All sectors","Million euro","9 874.579"
"2014","Belgium","Business enterprise sector","Million euro","7 032.52"
"2014","Belgium","Government sector","Million euro","811.59"
"2014","Belgium","Higher education sector","Million euro","1 996.13"
"2014","Belgium","Private non-profit sector","Million euro","34.339"
"2014","Bulgaria","All sectors","Million euro","339.927"
"2014","Bulgaria","Business enterprise sector","Million euro","223.416"
"2014","Bulgaria","Government sector","Million euro","84.007"
"2014","Bulgaria","Higher education sector","Million euro","29.933"
"2014","Bulgaria","Private non-profit sector","Million euro","2.571"
"2014","Czech Republic","All sectors","Million euro","3 090.662"
"2014","Czech Republic","Business enterprise sector","Million euro","1 729.712"
"2014","Czech Republic","Government sector","Million euro","562.773"
"2014","Czech Republic","Higher education sector","Million euro","785.435"
"2014","Czech Republic","Private non-profit sector","Million euro","12.742"
"2014","Denmark","All sectors","Million euro","7 868.903"
"2014","Denmark","Business enterprise sector","Million euro","4 864.664"
"2014","Denmark","Government sector","Million euro","177.47"
"2014","Denmark","Higher education sector","Million euro","2 794.978"
"2014","Denmark","Private non-profit sector","Million euro","31.792"
"2014","Germany","All sectors","Million euro","84 454.14"
"2014","Germany","Business enterprise sector","Million euro","56 996.5"
"2014","Germany","Government sector","Million euro","12 527.344"
"2014","Germany","Higher education sector","Million euro","14 930.296"
"2014","Germany","Private non-profit sector","Million euro",":"
"2014","Estonia","All sectors","Million euro","286.736"
"2014","Estonia","Business enterprise sector","Million euro","124.829"
"2014","Estonia","Government sector","Million euro","31.482"
"2014","Estonia","Higher education sector","Million euro","127.001"
"2014","Estonia","Private non-profit sector","Million euro","3.424"
"2014","Ireland","All sectors","Million euro","2 921.4"
"2014","Ireland","Business enterprise sector","Million euro","2 106.8"
"2014","Ireland","Government sector","Million euro","130.3"
"2014","Ireland","Higher education sector","Million euro","684.3"
"2014","Ireland","Private non-profit sector","Million euro",":"
"2014","Greece","All sectors","Million euro","1 488.74"
"2014","Greece","Business enterprise sector","Million euro","504.37"
"2014","Greece","Government sector","Million euro","412.69"
"2014","Greece","Higher education sector","Million euro","553.2"
"2014","Greece","Private non-profit sector","Million euro","18.48"
